time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.2200000000000015,9.03862106711,1.28165825408,17.9044700319,1.72845231611,3.90779418375,0.0,3.01621642189,-9.17493625474,3.07591908087,-28.8413295638,28.8410627907,0.0,-0.285196065107,900.151432437,900.22912752,0.401095616917
2.2800000000000016,9.25226188164,0.714932038072,18.0748190198,6.28103912891,5.63820336226,0.0,4.2116149994,-9.486824441,2.68201229011,-28.8464921212,28.8387395082,0.0,-0.340317342602,900.049097635,900.453288971,0.448395146568
2.3400000000000016,9.51709660216,0.132808786769,18.2486111213,4.5502399248,1.08545536123,0.0,4.26540925077,-10.1158734791,2.96147807462,-28.8468981067,28.8433096489,0.0,-0.436872605002,900.341243722,900.362858557,0.484553484613
2.4000000000000017,9.73261871942,-0.479943666619,18.4097924536,2.81942869211,2.81603538843,0.0,2.97039629833,-10.1065957939,2.62166405926,-28.8467871962,28.8425291427,0.0,-0.464612406887,900.200894431,900.34819293,0.545634436851
2.4600000000000017,9.90975630393,-1.1029947628,18.5785883388,1.08861404791,4.54662333096,0.0,3.23186735303,-10.7613757348,2.73257874045,-28.8470979604,28.8440265922,0.0,-0.537695394772,900.297058434,900.367032246,0.468004788444
2.520000000000002,10.1426394676,-1.75067334544,18.7346267887,5.64101123023,6.27735260657,0.0,4.39009745878,-10.8403266879,2.72549794496,-28.8455367782,28.8476000166,0.0,-0.449614999951,900.453529908,900.277727366,0.29114677254
2.580000000000002,10.3928837319,-2.42546108793,18.8994663164,3.91030360112,1.72507468583,0.0,3.6435921683,-11.5695879234,2.52731969162,-28.8445163954,28.8497163576,0.0,-0.474828177136,900.488010011,900.257601452,0.23109090054
2.640000000000002,10.5767045144,-3.11262385409,19.0483849243,2.17960700027,3.4560284983,0.0,2.71668632269,-11.4828814075,2.70110100017,-28.8455965429,28.848485097,0.0,-0.225045417134,900.376933487,900.336849377,0.275030952114
2.700000000000002,10.7597793095,-3.82269594826,19.203501065,0.448925110435,5.18689534777,0.0,3.6255057989,-12.0201936519,2.34585863937,-28.8433781177,28.8466939226,0.0,-0.0302016714663,900.308861153,900.196098714,0.200343952722
2.760000000000002,11.0051098737,-4.54787723195,19.3527824356,5.00145597809,0.634442050415,0.0,4.24547629118,-12.3653968652,2.66502319875,-28.8455785961,28.843716171,0.0,-0.145539178803,900.190200456,900.360574621,0.192959433112
2.820000000000002,11.2260493429,-5.30674538866,19.4985840102,3.2706779188,2.36503304855,0.0,3.01731679639,-12.6508078027,2.16886452181,-28.8474165139,28.842365332,0.0,-0.0789545068939,900.183299359,900.410075077,0.258907915112
2.880000000000002,11.3890879794,-6.06689118695,19.6418929494,1.53991311009,4.09557845024,0.0,2.72700086091,-12.9431211966,2.49915443916,-28.8439767623,28.8423393762,0.0,0.0369293096377,900.220260119,900.197343779,0.329620689452
2.940000000000002,11.5883138205,-6.85339303045,19.7780428153,6.09253180379,5.82608675299,0.0,3.95961604539,-13.1232036593,2.21753639483,-28.8410293942,28.8409847818,0.0,0.141643561794,900.140122999,900.106978682,0.36196040512
3.000000000000002,11.8308451772,-7.65932711507,19.920956173,4.36204248471,1.27334261454,0.0,3.77698765863,-13.8294020313,2.33140277233,-28.8421920085,28.840231069,0.0,0.203178704231,900.129626903,900.232381724,0.443053988197
3.0600000000000023,12.0167101095,-8.48683823182,20.0466831483,2.63151272551,3.00374419627,0.0,2.53283602687,-13.6398464909,2.13163418702,-28.842118373,28.8397153278,0.0,0.200888755976,900.118689761,900.203279607,0.353039665648
3.1200000000000023,12.173936536,-9.32235895,20.180678841,0.901080890198,4.7341436328,0.0,2.98579899944,-14.217942659,2.06657190861,-28.8382795481,28.8404349123,0.0,0.309371709566,900.182622573,900.0164928,0.402823944231
3.1800000000000024,12.3906016176,-10.1764680597,20.3032339416,5.45403915675,0.181317903585,0.0,4.03105096825,-14.380014664,2.22218281001,-28.8354227347,28.8375929113,0.0,0.359294633972,900.001992808,899.933928945,0.286127109232
3.2400000000000024,12.6130088149,-11.0611341682,20.4306933467,3.72393872763,1.91153142114,0.0,3.10960600471,-14.9353553706,1.85393698828,-28.8343875598,28.835810169,0.0,0.224727853982,899.969319808,899.941131071,0.429355159853
3.3000000000000025,12.769043401,-11.9479365415,20.5442725126,1.99399015749,3.6416309937,0.0,2.36074331782,-14.8431527356,2.11516959422,-28.829748731,28.8337268306,0.0,0.152895479554,899.897769987,899.718146299,0.377464481678
3.3600000000000025,12.9347193925,-12.854076953,20.6598511929,0.264292763033,5.37162836999,0.0,3.37734344749,-15.1889165617,1.73026323485,-28.8266580667,28.8331070488,0.0,0.35678642166,899.925874828,899.670975543,0.273436256056
3.4200000000000026,13.159545119,-13.7754653258,20.7747444984,4.81787774315,0.818428104647,0.0,3.79427889124,-15.6951763538,2.01111184817,-28.8265989048,28.8329550091,0.0,0.201363805722,899.920548927,899.724215467,-0.0780556313772
3.4800000000000026,13.3496609505,-14.7260807893,20.879129884,3.08817311644,2.54843381242,0.0,2.51067621182,-15.725208749,1.53023691293,-28.831309528,28.8341331152,0.0,0.0108943083741,899.98120028,899.96971681,-0.011279908465
3.5400000000000027,13.4884915746,-15.672553659,20.9849844528,1.35830629765,4.27845047652,0.0,2.40744515109,-16.0268188763,1.78358302844,-28.8301725106,28.8321324309,0.0,0.0545785659833,899.88466854,899.84224125,0.0777239076659
3.6000000000000028,13.6711020378,-16.6389842308,21.0812285626,5.91171066289,6.00834653531,0.0,3.64896059509,-16.1483567966,1.65901410262,-28.8289532097,28.8307851203,0.0,0.160695135129,899.821916334,899.767514167,0.127806455464
3.660000000000003,13.8880230445,-17.629596,21.1851185263,4.1820397414,1.45500613202,0.0,3.24306587827,-16.8431885173,1.57967673409,-28.8262594802,28.8307156528,0.0,0.240770611099,899.857509813,899.66148296,0.101209357925
3.720000000000003,14.0433982544,-18.6311739639,21.2696815712,2.45243665758,3.18487088464,0.0,2.10273962656,-16.5276713444,1.54104050912,-28.8274204855,28.8316221147,0.0,0.14516061901,899.896938725,899.771339947,-0.14281145861
3.780000000000003,14.1801826718,-19.6383187596,21.3620229163,0.72272479404,4.91478660379,0.0,2.73101839716,-16.9776553453,1.32713843341,-28.8304052969,28.8324996965,0.0,0.0104728878515,899.95443224,899.934869415,-0.326034863608
3.840000000000003,14.3784876011,-20.6601484067,21.4462470225,5.27609865885,0.361604821245,0.0,3.62538198088,-17.2776846353,1.58390915912,-28.8298687984,28.8347037003,0.0,0.154045749677,900.021261286,899.810963238,-0.315294062717
3.900000000000003,14.5713480736,-21.7135586245,21.529837495,3.54620011313,2.09170071737,0.0,2.57603797818,-17.6109205298,1.11037328031,-28.834854015,28.8356244734,0.0,0.022018975105,900.0336368,900.097789761,-0.205111199614
3.960000000000003,14.7000279403,-22.759978734,21.603338832,1.81607939052,3.821881334,0.0,2.00003119207,-17.5233050689,1.4140033755,-28.8357635221,28.837076378,0.0,0.0320899240913,900.09662374,900.043914179,-0.202839129431
4.020000000000002,14.8481818773,-23.8215447419,21.6751837899,0.0858481235634,5.5520911971,0.0,3.10796709564,-17.7203182143,1.07887380241,-28.8401751149,28.8371482574,0.0,0.133660709146,900.073802798,900.26238621,-0.0968918899222
4.080000000000001,15.0508026581,-24.9008743416,21.7507174295,4.63862438141,0.999138810226,0.0,3.32149022929,-18.3441055875,1.2587397179,-28.839615986,28.8368079442,0.0,0.104088996906,900.058410399,900.141317654,-0.197789761468
4.14,15.2099055288,-26.0022703964,21.8100332325,2.90823964891,2.7293080799,0.0,2.01904881864,-18.1399301297,0.857562323338,-28.839941933,28.8351475253,0.0,0.190181205601,899.951289501,900.144015535,-0.047335318057
4.199999999999998,15.3255929478,-27.0957432136,21.8743106778,1.1779469429,4.45944107116,0.0,2.10995849065,-18.4405513184,1.00296298447,-28.8350646755,28.8354452439,0.0,0.373439021606,900.066407645,899.942264051,0.013093060564
4.259999999999997,15.4916954818,-28.2038438607,21.9286447954,5.73113140925,6.18967657621,0.0,3.31719836946,-18.5808449959,1.04735956274,-28.8308832116,28.8398528442,0.0,0.329399618422,900.22974212,899.763485595,0.104322734431
4.319999999999996,15.682124318,-29.340467982,21.9890562217,4.00132584178,1.63696830442,0.0,2.70189339773,-19.1780936201,0.781331102664,-28.8289867069,28.8434002671,0.0,0.304985040441,900.344701062,899.776818468,-0.0643928183583
4.379999999999995,15.8081948343,-30.4773086977,22.0305858193,2.27152952281,3.36752469876,0.0,1.71033151536,-18.8022210633,0.897181161995,-28.8314197274,28.8413781078,0.0,0.26704283293,900.137925226,899.923741905,0.0474264382716
4.439999999999993,15.9261886378,-31.617817685,22.0784610527,0.541626280476,5.09792033246,0.0,2.49835076215,-19.1007718683,0.586467924026,-28.8330088511,28.8384615777,0.0,0.1995141364,900.078778795,900.006376315,0.0663122326074
4.499999999999992,16.1060811664,-32.7717179568,22.1225965642,5.09470923778,0.544965979541,0.0,3.21345212358,-19.5585037727,0.865981003912,-28.8382326895,28.83509356,0.0,-0.0464803937665,899.916550539,900.200864297,0.0166325621498
4.559999999999991,16.2694860251,-33.9555034139,22.1597363333,3.36433437482,2.2749966335,0.0,2.0697874625,-19.6547181689,0.352282115636,-28.8422989759,28.8324567842,0.0,-0.0112604801865,899.864325615,900.316870394,0.0605841522317
4.6199999999999894,16.3728639253,-35.1251520621,22.1917433803,1.63381720563,4.00493608933,0.0,1.66284776345,-19.5891996865,0.662520736735,-28.8404426452,28.8310738645,0.0,-0.0379122036878,899.884320974,900.166441907,0.00337305179852
4.679999999999988,16.5053387326,-36.3060413296,22.2191292122,6.18662424018,5.73479804313,0.0,2.84708451034,-19.6977138755,0.430843608596,-28.8389848826,28.8315003554,0.0,-0.105785234471,899.900025203,900.092732172,-0.090174157311
4.739999999999987,16.685753924,-37.5088501884,22.2528717668,4.45629095038,1.18156398516,0.0,2.84644524412,-20.3801642223,0.466467277421,-28.8381452998,28.8334179262,0.0,0.0578478743173,900.020515952,900.108208821,-0.0212925620761
4.799999999999986,16.815201939,-38.7247172394,22.266615584,2.72596149954,2.9116199635,0.0,1.56875600174,-19.9832853228,0.201761911284,-28.8398711531,28.8355148725,0.0,-0.0385698971101,900.04425552,900.172168044,-0.107993071253
4.859999999999984,16.9102925227,-39.9307333033,22.287883686,0.995644936779,4.64179366164,0.0,1.86996869508,-20.2656748553,0.211394604053,-28.8364655852,28.8369308912,0.0,-0.0735635973435,900.144304833,900.025196871,-0.101711857512
4.919999999999983,17.0612149547,-41.1478269925,22.3006330852,5.54861597943,0.0888425602059,0.0,2.98340298706,-20.4966472139,0.402744414567,-28.8375760741,28.8376942936,0.0,-0.0132742967958,900.08335056,900.087227667,-0.266347555569
4.979999999999982,17.2256726591,-42.3963062881,22.3157793197,3.81843081029,1.81907887552,0.0,2.18621531578,-20.9231682277,-0.0123342949768,-28.8352562268,28.8371566982,0.0,-0.0331779416716,900.077372984,899.979461375,-0.332965611801
5.0399999999999805,17.3250176228,-43.6352282318,22.3147464162,2.0884201554,3.5493339013,0.0,1.36795073319,-20.545088066,0.219677837875,-28.8310086401,28.8382202358,0.0,0.0262282498609,900.106274328,899.765995359,-0.228145553821
