8/5/2007,3.7503,3.7515,3.7494,3.7504
9/5/2007,3.7507,3.7515,3.7494,3.7503
10/5/2007,3.7504,3.7513,3.7494,3.7505
11/5/2007,3.7505,3.7513,3.7494,3.7503
14/5/2007,3.7504,3.7515,3.7494,3.7504
15/5/2007,3.7505,3.7515,3.7495,3.7504
16/5/2007,3.7507,3.7515,3.7495,3.7506
17/5/2007,3.7507,3.7515,3.7495,3.7505
18/5/2007,3.7504,3.7515,3.7495,3.7505
21/5/2007,3.7505,3.7513,3.7494,3.7503
22/5/2007,3.7503,3.7515,3.7493,3.7507
23/5/2007,3.7507,3.7515,3.7492,3.7503
24/5/2007,3.75,3.7513,3.7492,3.7504
25/5/2007,3.75,3.7513,3.7491,3.7501
28/5/2007,3.75,3.751,3.7491,3.7501
29/5/2007,3.75,3.7513,3.7492,3.7504
30/5/2007,3.7503,3.7513,3.7494,3.7503
31/5/2007,3.7503,3.7514,3.7494,3.7504
1/6/2007,3.7504,3.7513,3.7494,3.7504
4/6/2007,3.7505,3.7515,3.7494,3.7503
5/6/2007,3.7507,3.7515,3.7494,3.7503
6/6/2007,3.7507,3.7515,3.7494,3.7505
7/6/2007,3.7507,3.7515,3.7496,3.7507
8/6/2007,3.7505,3.7514,3.7495,3.7505
11/6/2007,3.7505,3.7506,3.7503,3.7505
12/6/2007,3.7505,3.751,3.7503,3.7505
13/6/2007,3.7505,3.751,3.7503,3.7505
14/6/2007,3.7505,3.751,3.7502,3.7505
15/6/2007,3.7505,3.751,3.7503,3.7503
18/6/2007,3.751,3.7515,3.7495,3.7505
19/6/2007,3.7505,3.7515,3.7494,3.7505
20/6/2007,3.7505,3.7515,3.7495,3.7504
21/6/2007,3.7505,3.7515,3.7502,3.7505
22/6/2007,3.7505,3.7515,3.7495,3.7505
25/6/2007,3.7505,3.7515,3.7496,3.7507
26/6/2007,3.7505,3.7516,3.7497,3.7505
27/6/2007,3.7507,3.7515,3.7495,3.7507
28/6/2007,3.7507,3.7515,3.7495,3.7505
29/6/2007,3.7507,3.7515,3.7495,3.7507
2/7/2007,3.7507,3.7515,3.7494,3.7504
3/7/2007,3.7507,3.7515,3.7495,3.7507
4/7/2007,3.7504,3.7515,3.7495,3.7505
5/7/2007,3.7507,3.7515,3.7495,3.7506
6/7/2007,3.7507,3.7515,3.7495,3.7507
9/7/2007,3.7505,3.7508,3.7494,3.7507
10/7/2007,3.7507,3.7511,3.7499,3.7505
11/7/2007,3.7507,3.7515,3.7504,3.7507
12/7/2007,3.7507,3.7515,3.7495,3.7507
13/7/2007,3.7505,3.7515,3.7495,3.7506
16/7/2007,3.7505,3.7515,3.7495,3.7506
17/7/2007,3.7504,3.7515,3.7495,3.7504
18/7/2007,3.7504,3.7515,3.7495,3.7506
19/7/2007,3.7504,3.7515,3.7494,3.7505
20/7/2007,3.7507,3.7515,3.7493,3.7502
23/7/2007,3.7503,3.7515,3.7494,3.7502
24/7/2007,3.7507,3.7515,3.7494,3.7507
25/7/2007,3.7503,3.7511,3.749,3.7505
26/7/2007,3.75,3.7513,3.7492,3.7502
27/7/2007,3.7505,3.7513,3.7488,3.7505
30/7/2007,3.75,3.7513,3.7494,3.75
31/7/2007,3.75,3.7514,3.7494,3.7507
1/8/2007,3.7504,3.7515,3.7494,3.7505
2/8/2007,3.7507,3.7515,3.7494,3.7507
3/8/2007,3.7504,3.7515,3.7494,3.7504
6/8/2007,3.7506,3.7515,3.7498,3.7507
7/8/2007,3.7506,3.7516,3.7498,3.7506
8/8/2007,3.7507,3.7516,3.7498,3.7507
9/8/2007,3.7506,3.7518,3.7498,3.7509
